cnt,OPENDATA_ID,GNG_CS,FD_CS,BZ_NM,TLNO,MBZ_HR,SEAT_CNT,PKPL,HP,PSB_FRN,BKN_YN,INFN_FCL,BRFT_YN,DSSRT_YN,MNU,SMPL_DESC,SBW,BUS,GU,addr_clean,lat,lon,SEAT_CNT_NUM,ROOM_CNT,PKPL_NUM
188,526,대구광역시 달서구 본동 772-1,한식,연화정삼계탕(본점),053-526-8380,10:00 ~ 22:00,200석(객실3),30대,없음,영어 기타 (이태리어),가능,불가능,불가능,가능,"연화정삼계탕 15,000원 <br />전복삼계탕 21,000원 <br />상황버섯삼계탕 18,000원 <br />산삼배양근삼계탕 19,000원<br />",삼계탕에 쓰이는 닭은 사료로 키토산을 먹여 기른 부화한지 45~50일된 토종닭을 사용하는 등 엄선된 재료와 노하우로 정성을 가득 담은 삼계탕의 진정한 맛을 느끼실 수 있습니다.,주변에 지하철이 없습니다.<br />가장 가까운 지하철은 1호선 성당못역 1번 출구 약 1.6km,버스 정류장은 성서농협남부지소 정류장이 가장 가깝습니다.,달서구,대구광역시 달서구 본동 772-1,35.8354002,128.5397293,200,0,30
189,492,대구광역시 달서구 월성1동 1314,한식,석정한우마을,053-636-6000,11:50 ~ 22:00 (브레이크타임 15:00 ~ 17:30),150석,50,없음,중국어 기타 (이태리어),가능,불가능,불가능,가능,"석정 한우갈비살 23,000원 <br />석정 한우등심 24,000원 <br />석정명품살치살 30,000원 <br />석정 안창살/주먹시 38,000원<br />","대구 신개발한 도심을 중심으로 자리메김하고 있는 한우마을 석정가든은 단지 한우고기의 맛뿐만 아니라, 주인이 직접 된장을 만들고 발효된 효소음식으로 한층 더 알려진 유명한 업소.",지하철 1호선 월배역 4번 출구 약 730m,버스 정류장은 태왕아너스베스트앞 정류장이 가장 가깝습니다.,달서구,대구광역시 달서구 월성1동 1314,35.8243378,128.525592,150,0,0
190,484,대구광역시 달서구 호림동 10-4,한식,춘향골남원추어탕,053-581-6889,10:00 ~ 22:00,150석(룸 6),30대,없음,기타 (이태리어),가능,불가능,불가능,가능,"남원추어탕 10,000원 <br />경상도추어탕 9,000원 <br />전골4인 45,000원 <br />숙회4인 45,000원<br />","춘향골남원추어탕은 추어탕 전문점으로 추어탕 및 고소하고 바삭한 맛있는 튀김과 얼큰하고 시원한 전골, 구수하고 담백한 숙회 등도 많은 사람들이 찾는 음식입니다.",주변에 지하철이 없습니다.<br />가장 가까운 지하철은 2호선 계명대역 3번 출구 약 1.6km,버스 정류장은 모다아울렛앞 정류장이 가장 가깝습니다.,달서구,대구광역시 달서구 호림동 10-4,35.83568,128.48178,150,6,30
191,324,대구광역시 달서구 본동 762-2,한식,본동복어,053-527-2206,11:00 ~ 21:30 (브레이크타임 15:00 ~ 17:00),250석(룸7),50대,없음,기타 (이태리어),가능,불가능,불가능,가능,"복어탕 12,000원 <br />복어지리 12,000원 <br />밀복탕 18,000원 <br />밀복지리 18,000원 <br />",술꾼들에 의해 전날 과음이라도 하게 되면 제일 먼저 머리에 떠올리는 것이 복국이다. <br />복어요리의 참맛인 시원함과 담백한 맛을 조리해 낸다. <br />,주변에 지하철이 없습니다.,버스 정류장은 본리네거리2 정류장이 가장 가깝습니다.,달서구,대구광역시 달서구 본동 762-2,35.8354002,128.5397293,250,7,50
192,234,대구광역시 달서구 두류동 1192-15,한식,김태근한방요리,053-653-5044,10:00 ~ 22:00,220석(룸5),22대(대형버스주차가능),www.hanbangyori.co.kr,기타 (이태리어),가능,불가능,불가능,가능,"한우갈비살(120g) 18,000원 <br />한우양념갈비(200g) 15,000원 <br />불고기(200g) 9,000원 <br />돼지갈비찜(200g) 9,000원 <br />돼지갈비(200g) 9,000원 <br />삼겹살(120g) 9,000원 <br />오리구이(750g) 30,000원 <br />오리훈제(650g) 35,000원<br />",대구 최초의 한방요리 전문 음식점인 이곳은 한약재료를 사용하여 한약재의 향기가 은은히 배어 있는 특별한 맛을 즐길수 있다.,지하철 2호선 반고개역 2번 출구 약 320m,버스 정류장은 서대구시장건너 정류장이 가장 가깝습니다.,달서구,대구광역시 달서구 두류동 1192-15,35.8566057,128.5648257,220,5,22
193,24,대구광역시 달서구 호림동 12-6,한식,부산청국장해물뚝배기,053-583-1349,10:30 ~ 21:30,80석(룸3),100대,없음,기타 (이태리어),가능,불가능,불가능,가능,"청국장해물뚝배기 15,000원 <br />해물뚝배기 13,000원 <br />해물탕 (소) 45,000원 <br />해물탕 (대) 55,000원<br />",해물 맛이 우러나는 시원한 국물에 청국장 가루로 맛을 낸 청국장 해물뚝배기 대수롭지 않게 보이지만 감칠맛이 여간 아니다. <br />쭉쭉 찢어내는 겉절이 스타일의 생내 풀풀 나는 배추김치의 강렬한 맛도 인상적인 집이다.,주변에 지하철이 없습니다.,버스 정류장은 모다아울렛앞 정류장이 가장 가깝습니다.,달서구,대구광역시 달서구 호림동 12-6,35.83568,128.48178,80,3,100
194,15,대구광역시 달서구 상인동 1527-2,특별한 술집,교노미야고,053-634-9111,17:30 ~ 02:00,40석,공용주차장이용(저녁8시이후무료),없음,일본어 기타 (이태리어),가능,불가능,불가능,불가능,"오코노미야키 소 16,000원 중 28,000원 대 26,000원 <br />스키야키나베 소 23,000원<br />",저녁부터 영업을 시작하니 식사 중심의 맛집이라기 보다는 일본식 선술집입니다. <br />우리나라의 빈대떡과 비교할 수 있는 오꼬노미야끼전문점으로 히노끼 한잔과 함께 많이들 드시는 듯.,주변에 지하철이 없습니다.,버스 정류장은 월배농협 대덕지점 건너 정류장이 가장 가깝습니다.,달서구,대구광역시 달서구 상인동 1527-2,35.8171266,128.5437159,40,0,1
195,10,대구광역시 달서구 대곡동 1031,한식,풍성손메밀묵집(대곡점),053-639-1375,10:00 ~ 22:00,57석,주변,없음,기타 (이태리어),가능,불가능,불가능,가능,"메밀전병 6,000원 <br />메밀손칼국수 7,000원 <br />메밀막국수 8,000원 <br />메밀얼큰국수 7,000원<br />",풍성한 맛과 영양을 그대로 풍성 손 메밀묵 대곡점 입니다.<br />,주변에 지하철이 없습니다.,버스 정류장은 삼성래미안2차앞 정류장이 가장 가깝습니다.,달서구,대구광역시 달서구 대곡동 1031,,,57,0,0
196,9,대구광역시 달서구 송현동 1958-6,한식,앞산연가,053-654-2885,09:30 ~ 21:30,100,40대,없음,영어 기타 (이태리어),가능,불가능,불가능,가능,"[채식메뉴 주문가능 - 돌솥밥, 곤드레돌솥밥, 더덕정식 등]<br /><br />돌솥밥 7,500원 <br />곤드레돌솥밥 8,500원 <br />더덕정식 13,000원 <br />보쌈정식 13,000원 <br />불고기정식 13,500원 <br />연가집밥상 15,000원 / 연가잔치상 20,000원 / 연가수라상 25,000원 <br />고등어 4,000원 <br />촌두부 6,000원 <br />해물파전 8,000원<br />","앞산연가는 더덕, 곤드레 돌솥밥 전문점입니다.",지하철 1호선 월촌역 5번 출구 약 770m,버스 정류장은 청소년수련원건너 정류장이 가장 가깝습니다.,달서구,대구광역시 달서구 송현동 1958-6,35.8274918,128.5526093,0,0,40
197,6,대구광역시 달서구 두류동 87-11,한식,들메꽃,053-652-5432,11:00 ~ 21:00,128석(룸12),50대,없음,영어 일본어 기타 (이태리어),예약가능합니다.,불가능,불가능,가능,"자연식 23,000원 <br />건강식 28,000원 <br />행복식 38,000원 <br />사랑식 50,000원<br />",퓨전 전통찻집 &amp; 한정식 전문점 들메꽃은 차와 다식을 함께 하는 건강밥상을 제공하는 곳입니다.<br />연밥을 드실 수 있습니다.,지하철 2호선 내당역 3번 출구 약 170m,버스 정류장은 홈플러스내당점건너 정류장이 가장 가깝습니다,달서구,대구광역시 달서구 두류동 87-11,35.8566057,128.5648257,128,12,50
198,5,대구광역시 달서구 성당동 118-1,한식,버들식당,053-656-1991,11:30 ~ 22:00,50석(룸5),15대,없음,영어 기타 (이태리어),예약불가,불가능,불가능,가능,"환상의 맛전골 19,000원 <br />대창전골 19,000원 <br />곱창전골 19,000원 <br />곱창+대창구이 20,000원<br />",약 50년 전통을 이어온 곱창전골 전문점 입니다.<br />전국 100대 맛집으로 곱창전골의 원조 집입니다.,지하철 2호선 두류역 15번 출구 약 1.5km,버스 정류장은 두류공원네거리1 정류장이 가장 가깝습니다.,달서구,대구광역시 달서구 성당동 118-1,35.8426178,128.5540792,50,5,15
199,3,대구광역시 달서구 이곡동 428,한식,한옥집 성서점,053-581-2236,10:00 ~ 22:00,70석,15대,www.hanokjib.co.kr/,영어 기타 (이태리어),가능,불가능,불가능,가능,"김치찜 9,000원(공기밥 무한리필) <br />김치찌개 8,000원<br />",김치가 낼수 있는 최고의 맛 입니다. 새콤하면서 입에서 살살 녹는 김치의 변신을 맛보러 오세요.,지하철 2호선 성서산업단지역 7번 출구 약 400m,버스 정류장은 동서화성타운앞 정류장이 가장 가깝습니다.,달서구,대구광역시 달서구 이곡동 428,35.85409,128.50764,70,0,15
1,1834,대구광역시 달성군 유가읍 용리 886-7,양식,나폴리언덕,053-616-5555,11:00 ~ 21:30,106석,20대,없음,가능한 외국어가 없습니다.,,불가능,불가능,불가능,"나폴리언덕 시그니처 피자 33,000원 <br />고르곤졸라피자 23,000원 <br />사천파스타 21,000원 <br />새우필라프 21,000원 <br />오징어먹물리조또 19,000원<br />",나폴리언덕 은 이탈리아 남부 나폴리의 정통 방식으로 참나무 장작 화덕에서 구운 피자를 전문으로 하는 이탈리아 피자 전문점입니다.,주변에 지하철역이 없습니다,버스 정류장은 한국생산기술연구원건너 정류장이 가장 가깝습니다.,달성군,대구광역시 달성군 유가읍 용리 886-7,,,106,0,20
2,1832,대구광역시 달성군 다사읍 부곡리 726-1,한식,용두골오리촌,053-587-5245,10:00 ~ 21:00,140석(룸6개),20대(노상주차가능),없음,영어 ,,불가능,불가능,가능,"생오리숯불구이 45,000원 <br />생오리양념불고기 50,000원 <br />오리훈제구이 50,000원 <br />오리백숙 55,000원 <br />닭백숙 55,000원 <br />옻닭 55,000원 <br />옻오리 55,000원 <br />닭도리탕 50,000원 <br />능이오리백숙 65,000원 <br />능이닭백숙 65,000원<br />",용주골오리촌은 10년 경력의 주인이 직접운영하는 오리전문점으로 오리백숙과 영양죽이 유명하며 도토리수제비의 인기가 좋습니다.,문양역 지하철 2호선 종정,버스 정류장은 문양역 정류장이 가장 가깝습니다.,달성군,대구광역시 달성군 다사읍 부곡리 726-1,35.860583,128.4355635,140,6,20
3,1831,대구광역시 달성군 유가읍 음리 12-2,한식,한솔가든,053-615-8822,10:30 ~ 21:00,80석,50대,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"통돼지바베큐 22,000원<br />능이 오리(닭) 해물백숙 80,000원<br />오리(닭) 해물백숙 70,000원<br />오리불고기(로스) 60,000원<br />옻닭, 닭도리탕 65,000원<br />부추전 10,000원",비슬산 자연휴양림 인근에 위치하고 있는 음식으로 경치 좋은 풍경에 다양한 보양 음식이 준비되어 있습니다.,주변에 지하철이 없습니다.,주변에 버스가 없습니다.,달성군,대구광역시 달성군 유가읍 음리 12-2,35.69733,128.4843364,80,0,50
4,1818,대구광역시 달성군 옥포읍 교항리 2933,일식,우성,070-8822-9447,11:00 ~ 20:00 (브레이크타임 15:00 ~ 16:30),44(룸1),상가주차장,없음,가능한 외국어가 없습니다.,가능,가능,불가능,불가능,"등심카츠 11,000원<br />치즈카츠 12,000원<br />특등심카츠 13,000원<br />안심카츠 13,000원 <br />치킨난반 12,000원",우성은 제주돼지고기를 활용한 다양한 돈카츠 메뉴를 제공하는 전문점입니다.,주변에 가까운 지하철역이 없습니다.,버스 정류장은 대성베르힐1차건너2 정류장이 가장 가깝습니다.,달성군,대구광역시 달성군 옥포읍 교항리 2933,,,0,1,1
5,1817,대구광역시 달성군 다사읍 문양리 512,한식,만수정,053-581-4464,11:00 ~ 21:00,96석(룸4),20대,www.instagram.com/man_su_jung,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"능이부추전 15,000원 <br />전복영양돌솥밥 15,000원 <br />전복능이토종한방백숙 63,000원 ~73,000원 <br />전복능이오리백숙 82,000원 <br />묵은지닭도리탕 55,000원<br />",만수정 본점은 10여 가지 재료를 활용한 약탕기로 끓인 건강한 육수를 사용하여 토종한방백숙과 오리백숙 등의 건강 음식을 전문으로 하는 음식점입니다.,지하철 2호선 문양역 1번 출구에서 도보로 약 351m 거리.,버스 정류장은 문양기지창앞 정류장이 가장 가깝습니다.,달성군,대구광역시 달성군 다사읍 문양리 512,,,96,4,20
6,1803,대구광역시 달성군 현풍읍 하리 128-1,한식,원조 현풍 박소선 할매집곰탕,053-615-1122,09:00 ~ 20:30,150석(룸7,50대,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"곰탕 14,000원<br />양곰탕 17,000원<br />족탕 21,000원<br />꼬리곰탕 23,000원<br />수육 40,000원<br />",원조 현풍 박소선 할매곰탕 은 전통 곰탕의 명가로 3대 70년 이상 운영 중인 곰탕 전문점입니다.,주변에 가까운 지하철역이 없습니다.,버스 정류장은 현풍할매곰탕 정류장이 가장 가깝습니다.,달성군,대구광역시 달성군 현풍읍 하리 128-1,35.6933243,128.4406755,150,7,50
7,1802,대구광역시 달성군 현풍읍 중리 424-1,한식,진국명국 해장국,053-611-6400,24시간,120석(룸1),20대,없음,가능한 외국어가 없습니다.,가능,불가능,가능,가능,"뼈다귀해장국 9,000원 <br />갈비탕 15,000원 <br />설렁탕 10,000원 <br />도가니탕 19,000원 <br />내장탕 10,000원<br />","진국명국 해장국 은 뼈다귀해장국, 내장탕, 설렁탕 등 다양한 국물 요리를 24시간 맛볼 수 있는 국물 요리 전문점입니다.",주변에 가까운 지하철역이 없습니다.,버스 정류장은 달성경찰서 정류장이 가장 가깝습니다.,달성군,대구광역시 달성군 현풍읍 중리 424-1,,,120,1,20
8,1801,대구광역시 달성군 다사읍 세천리 1682-4,한식,시골뚝배기,053-588-7150,09:00 ~ 23:00,50석,12대,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"뼈해장국 6,000원 <br />돼지국밥 6,000원 <br />순대국밥 7,000원 <br />감자탕 18,000원<br />아바이순대 12,000원","100% 국내산 원료와 사골육수로 맛을 낸 시골뚝배기 는 뼈해장국, 국밥 등 국물 요리 전문점입니다.",주변에 가까운 지하철역이 없습니다.,버스 정류장은 신성에스앤티앞 정류장이 가장 가깝습니다.,달성군,대구광역시 달성군 다사읍 세천리 1682-4,35.8648095,128.4543851,50,0,12
9,1800,대구광역시 달성군 가창면 냉천리 2-26,한식,팔수식당,053-743-3542,11:00 ~ 21:00,140석(룸2),30대,없음,기타 (베트남어),가능,불가능,불가능,가능,"오리불고기 큰 양푼이 53,000원 <br />오리불고기 작은 양푼이 38,000원 <br />오리불고기 추가(200g) 16,000원",팔수식당 은 가창면 냉천전원음식지구 내 위치한 오리불고기 전문점입니다.,주변에 가까운 지하철이 없습니다.,버스 정류장은 스파밸리2 정류장이 가장 가깝습니다.,달성군,대구광역시 달성군 가창면 냉천리 2-26,,,140,2,30
10,1771,대구광역시 달성군 유가읍 유곡리 1160,전통차/커피전문점,유가제빵소,053-611-0040,10:00 ~ 21:00,80석,8대,없음,영어 중국어 기타 (베트남어),가능,불가능,불가능,불가능,"노을빵 4,500원 <br />앙버터6,000원 <br />몽블랑 4,900원<br />",유가제빵소 는 아시아 명인으로 선정된 김규철 면인이 선보이는 베이커리 전문 카페입니다.,주변에 지하철역이 없습니다.,버스 정류장은 유곡공원앞 정류장이 가장 가깝습니다.,달성군,대구광역시 달성군 유가읍 유곡리 1160,,,80,0,8
11,1718,대구광역시 달성군 다사읍 죽곡리 765-12,한식,우홍산네칼국수,053-587-5915,09:00 ~ 21:00,50석,5대,없음,영어 기타 (베트남어),가능,불가능,불가능,가능,"수육 15,000원~28,000원 <br />버섯손칼국수 7,000원 <br />들깨손칼국수 8,000원 <br />녹두빈대떡 9,000원 <br />부추해물전 9,000원 <br />잔치국수 5,000원<br />",우홍산네칼국수 는 손으로 반죽한 숙성된 밀가루를 사용해 맛을 낸 칼국수를 맛볼 수 있는 면 요리 전문점입니다.,주변에 가까운 지하철역이 없습니다.,버스 정류장은 강정(종점) 정류장이 가장 가깝습니다.,달성군,대구광역시 달성군 다사읍 죽곡리 765-12,,,50,0,5
12,1701,대구광역시 달성군 다사읍 박곡리 76번지,한식,풍경,053-588-6754,11:30 ~ 19:00 (BT 14:30 ~ 17:00),100(룸4),50,없음,기타 (베트남어),,불가능,불가능,가능,"풍경정식 25,000원 <br />풍경한정식(코스) 35,000원 <br />풍경밥상(점심특선) 15,000원 <br />백숙/옻닭(예약)-변동<br />","풍경 은 조미료를 사용하지 않고, 1년 이상 숙성된 전통 된장, 간장으로 옛날 밥상의 맛을 느낄 수 있는 음식점입니다.",주변에 지하철이 없습니다.,버스 정류장은 박곡리(시외방향) 정류장이 가장 가깝습니다.,달성군,대구광역시 달성군 다사읍 박곡리 76번지,,,0,4,0
13,1700,대구광역시 달성군 가창면 냉천리 659,한식,냉천할매집식당,053-767-5341,06:30 ~ 19:30,150석(룸5),40,없음,영어 기타 (베트남어),가능,불가능,불가능,가능,"보리밥 8,000원 <br />추어탕 9,000원 <br />양푼이비빔밥 8,000원 <br />된장정식 8,000원 <br />도토리묵 8,000원<br />",냉천할매집식당 은 22년 전통의 보리밥 전문점으로 직접 지은 쌀과 야채로 직접 음식을 만들어 판매 하는 곳,주변에 지하철이 없습니다.,버스 정류장은 대림생수앞 정류장이 가장 가깝습니다.,달성군,대구광역시 달성군 가창면 냉천리 659,,,150,5,0
14,1699,대구광역시 달성군 화원읍 천내리 235-1,한식,낙동생오리 화원점,053-639-5592,11:30 ~ 21:30,150석(룸3),40,www.nakdong52.co.kr/list8.htm,중국어 기타 (베트남어),,불가능,불가능,가능,"참숯불구이 한마리 53,000원 <br />양념주물럭 한마리 56,000원 <br />훈제 한마리 55,000원<br />",오리 숯불구이 명가 낙동생오리 화원점입니다.<br />다양한 룸이 갖춰져 있으며 주차장도 넓고 대규모 단체 예약도 가능한 곳입니다.,지하철 1호선 대곡역 1번 출구에서 도보로 약 3km 거리.,버스 정류장은 화원농협주유소건너 정류장이 가장 가깝습니다.,달성군,대구광역시 달성군 화원읍 천내리 235-1,35.801975,128.5094525,150,3,0
15,1581,"대구광역시 달성군 유가읍 봉리 619 1층 121, 122호",디저트/베이커리,카프리쵸샤,053-611-5003,09:00 ~ 22:00,없음,M스퀘어상가주차장,없음,기타 (베트남어),가능,불가능,불가능,불가능,"바질크림바게트 5,200원 <br />쌀바게트 샌드위치 7,600원 <br />시오빵 3,000원 <br />버터프레첼 4,700원 <br />","카프리쵸사 는 정해진 틀에 얽매이지 않고, 항상 다양한 시각으로 창의적인 빵을 만드는 베이커리입니다.",주변에 가까운 지하철역이 없습니다.,버스 정류장은 유가읍사무소건너 정류장이 가장 가깝습니다.,달성군,대구광역시 달성군 유가읍 봉리 619 1층 121,,,0,0,1
16,1555,대구광역시 달성군 화원읍 명곡리 939-22,한식,오복순대,053-642-9288,10:30 ~ 21:30,60석(룸1),10대,없음,영어 기타 (베트남어),가능,불가능,불가능,가능,"모듬순대 (소)16,000원/(대)24,000원 <br />순대야채전골 (중)23,000원/(대)28,000원 <br />순대국밥 8,000원 <br />돼지국밥 7,000원 <br />내장국밥 7,000원 <br />콩나물복어해장국 7,000원 <br />수제등심돈가스 7,000원 <br />치즈돈가스 8,000원 <br />직화곱창볶음 16,000원 <br />직화막창볶음 18,000원<br />",직접 순대를 만들고 육수를 끓여 가장 맛있고 깨끗한 순대를 제공하고자 노력하는 순대 전문점입니다.,지하철 설화명곡역 5번 출구 약 60m 이며 도보로 약 2분 거리.,버스 정류장은 설화명곡역(4번출구) 정류장이 가장가깝습니다.,달성군,대구광역시 달성군 화원읍 명곡리 939-22,,,60,1,10
17,1550,대구광역시 달성군 옥포읍 교항리 2904,세계요리,샤브향,053-716-0008,11:00 ~ 21:30,120석(룸7),30대,shabuhyang.co.kr,영어 기타 (베트남어),가능,가능,불가능,가능,"월남쌈 한우생조개 샤브 21,000원  <br />월남쌈 한우 샤브 18,000원 <br />월남쌈삼겹살 13,000원 <br />월남쌈 한우 버섯샤브 25,000원 <br />월남쌈 오리훈제 16,000원 <br />월남쌈 쇠고기 샤브 13,000원 <br />월남쌈 생조개 샤브 16,000원 <br />",[샤브향]은 독특하고 새로운 맛과 웰빙음식을 찾는 현대인들의 특성에따라 한국적인 맛을 가미한 대구 최초의 베트남식 음식점입니다.,주변에 지하철이 없습니다.,버스 정류장은 이진캐스빌건너 정류장이 가장 가깝습니다.,달성군,대구광역시 달성군 옥포읍 교항리 2904,,,120,7,30
18,1519,대구광역시 달성군 논공읍 삼리리 531-1,한식,연화정삼계탕,053-611-9989,10:00 ~ 21:00,224석(룸4),60대,없음,영어 기타 (베트남어),가능,불가능,불가능,가능,"황제탕 28,000원 <br />산전탕 25,000원 <br />버전탕 24,000원 <br />전복삼계탕 22,000원 <br />산삼배양근 삼계탕 20,000원 <br />상황버섯 삼계탕 19,000원 <br />연화정 삼계탕 16,000원 <br />닭개장 10,000원 <br />닭똥집 11,000원 <br />굴국밥(계절음식-겨울) 10,000원<br />",30년 전통의 연화정삼계탕 직영점. 매일 아침 신선한 닭을 손질하여 그날 그날 사용합니다.,주변에 지하철이 없습니다.,버스 정류장은 삼리리1(논공) 정류장이 가장 가깝습니다.,달성군,대구광역시 달성군 논공읍 삼리리 531-1,35.7729281,128.423883,224,4,60
19,1518,대구광역시 달성군 현풍읍 원교리 120-3,한식,주왕산삼계탕-현풍점,053-614-2236,10:00 ~ 21:00,200석(룸5),30대,juwangsankor.co.kr,기타 (베트남어),,불가능,불가능,가능,"참옻삼계탕 20,000원 <br />약수삼계탕 16,000원 <br />얼큰삼계탕 17,000원 <br />들깨삼계탕 18,000원  <br />흑마늘삼계탕 19,000원 <br />헛개삼계탕 19,000원 <br />능이버섯삼계탕 20,000원 <br />전복삼계탕 21,000원<br />",위장에 좋다고 소문난 100% 주왕산 약수로 빚은 삼계탕전문점 입니다.<br />50명이 이용 가능한 단체실이 별도로 마련되어 있습니다.,주변에 지하철이 없습니다.,버스 정류장은 현풍할매곰탕건너 정류장이 가장 가깝습니다.,달성군,대구광역시 달성군 현풍읍 원교리 120-3,35.6923837,128.444765,200,5,30
20,1504,대구광역시 달성군 논공읍 삼리리 522-1,한식,낙동가마솥추어탕,053-615-4900,11:00 ~ 20:00,40석(룸1),6대,없음,기타 (베트남어),가능,불가능,불가능,가능,"추어탕 10,000원<br /><br />",가마솥으로 추어탕을 끓이는 옛날 경상도식 추어탕의 진수를 맛볼 수 있는 추어탕 전문점입니다.,주변에 가까운 지하철역이 없습니다.,버스 정류장은 삼리리2(논공) 정류장이 가장 가깝습니다.,달성군,대구광역시 달성군 논공읍 삼리리 522-1,35.7729281,128.423883,40,1,6
21,1458,대구광역시 달성군 다사읍 매곡리 1546-7,한식,누리마을감자탕 죽곡점,053-587-4000,11:00 ~ 21:30,196석,건물지하주차장,www.nurinuri.com/,기타 (베트남어),,가능,불가능,가능,"뼈다귀해장국 8,000원 <br />얼큰해장국 8,000원 <br />묵은지해장국 8,000원 <br />소뚝배기불고기 8,000원<br />수제왕돈가스 9,000원 <br />감자탕 27,000원 ~ 39,000원 <br />얼큰감자탕 28,000원 ~ 40,000원 <br />묵은지감자탕 30,000원 ~ 42,000원 <br />해물감자탕 35,000원 ~ 47,000원 <br />등뼈찜 30,000원 ~ 42,000원 <br />불뼈떡찜 30,000원 ~ 42,000원 <br />묵은지뼈찜 32,000원 ~ 44,000원 <br />해물등뼈찜 36,000원 ~ 48,000원 <br />대왕소갈비찜 45,000원 ~ 55,000원<br />","종가집의 맛에 대한 고집! 전통의 맛에 뿌리를 둔 감자탕의 종가로 감자탕, 등뼈찜 전문점입니다.","지하철 2호선 대실역 1번 출구 약 150m이며, 도보로 약 3분 거리.",버스 정류장은 대실역(1번출구) 정류장이 가장 가깝습니다.,달성군,대구광역시 달성군 다사읍 매곡리 1546-7,35.8652579,128.4481651,196,0,1
22,1453,대구광역시 달성군 가창면 우록리 100-17,전통차/커피전문점,카페쁘띠씨엘,053-767-1300,10:00 ~ 21:00,80석,25대,없음,영어 기타 (베트남어),가능,불가능,불가능,불가능,"에스프레소 4,500원<br />아메리카노 (HOT) 4,500원 (ICE) 5,000원 <br />카페라떼 (HOT) 5,000원 (ICE) 5,500원 <br />녹차라떼 (HOT) 5,000원 (ICE) 5,500원 <br />바닐라라떼 (HOT) 5,000원 (ICE) 5,500원<br />고구마라떼 (HOT) 5,000원 (ICE) 5,500원  <br />단호박꿀라떼 (HOT) 6,000원 (ICE) 6,500원<br />카푸치노 (HOT) 5,000원 (ICE) 5,500원<br />카페모카 (HOT) 5,000원 (ICE) 5,500원   <br />카라멜마끼야또 (HOT) 5,000원 (ICE) 5,500원 <br />핫초콜릿 (HOT) 5,500원 (ICE) 6,000원 <br />과테말라 파카라마 (HOT) 10,000원 (ICE) 10,500원 <br />에디오피아 예가체프 게뎁 (HOT) 7,000원 (ICE) 7,500원 <br />코스타리카 따라쥬 (HOT) 6,000원 (ICE) 6,500원 <br />탄자니아AA (HOT) 6,000원 (ICE) 6,500원 <br />과테말라 쁘악길 (HOT) 6,000원 (ICE) 6,500원<br />케냐AA  (HOT) 6,000원 (ICE) 6,500원<br />자몽차, 레몬차, 생강차, 대추차(Tea) 6,000원 <br />주스(Fruit Juice) 5,000 ~ 7,000원",[카페쁘띠씨엘]은 최상급 원두를 사용해 바리스타가 직접 커피를 만드는 분위기 좋은 카페입니다.,주변에 지하철이 없습니다.,버스 정류장은 우록리(보곡장식당)건너 정류장이 가장 가깝습니다.,달성군,대구광역시 달성군 가창면 우록리 100-17,,,80,0,25
23,1443,대구광역시 달성군 가창면 삼산리 88,한식,꽃피는산골,053-767-5059,09:00 ~ 21:00,60(룸10),40대,없음,기타 (베트남어),가능,불가능,불가능,가능,"[전 메뉴 채식 가능]<br /><br />시골밥상 12,000원<br />생야채비빔밥 8,000원<br />산채비빔밥 7,000원<br />오리불고기 35,000원",토속음식점 [꽃피는산골]은 주문받은 후 모든 요리가 이루어지는 곳으로 사찰음식을 운영하고 있는 음식점입니다.,주변에 지하철이 없습니다.,버스 정류장은 팔조령터널 정류장이 가장 가깝습니다.,달성군,대구광역시 달성군 가창면 삼산리 88,,,0,10,40
24,1386,대구광역시 달성군 논공읍 금포리 1809-2,한식,산얼면옥,053-615-0509,10:00 ~ 21:00,76석(룸1),8대,없음,기타 (베트남어),가능,불가능,불가능,가능,"홍냉면 7,000원<br />육회홍냉면 9,000원 <br />비빔냉면 7,000원 <br />육회비빔냉면 9,000원<br />육회물회 10,000 ~ 13,000원 <br />육회비빔밥 9,000 ~ 12,000원<br />육회 10,000원<br />한우소고기국밥 7,000원<br />갈매기살양념구이 8,000원 <br />만두 4,000원","[산얼면옥]은 모든 요리의 소스를 직접 개발해 사용하는 면요리(냉면, 비빔냉면) 전문점입니다.",주변에 지하철역이 없습니다.,버스 정류장은 논공읍사무소건너1 정류장이 가장 가깝습니다.,달성군,대구광역시 달성군 논공읍 금포리 1809-2,35.7703758,128.4259859,76,1,8
